variable,est,lo,hi,method,adj,miss_data,weight,seed,var,size
bmi,0.183552990505737,-0.123416699145002,0.490522680156475,Imputed,Unadjusted,MNAR,Weighted,24,0.0245298452391699,100
bmi,0.359807940212756,0.0910490330073025,0.62856684741821,Imputed w/ PRS,Unadjusted,MNAR,Weighted,24,0.0188031041262647,100
bmi,0.133709724673648,-0.182430632828567,0.449850082175863,Complete case,Adjusted,MNAR,Unweighted,24,,100
bmi,0.103000876902135,-0.28045757927367,0.48645933307794,Imputed,Adjusted,MNAR,Unweighted,24,,100
bmi,0.297590682282911,0.0364403852985867,0.558740979267235,Imputed w/ PRS,Adjusted,MNAR,Unweighted,24,,100
bmi,0.220505585300085,-0.0567068173187763,0.497717987918946,Complete case,Adjusted,MNAR,Weighted,24,0.0190290353455892,100
bmi,0.30130988100066,0.00764132739593904,0.594978434605381,Imputed,Adjusted,MNAR,Weighted,24,0.0224501220504313,100
bmi,0.431888715601344,0.199965306865233,0.663812124337456,Imputed w/ PRS,Adjusted,MNAR,Weighted,24,0.0140020940039801,100
bmi,0.200964637772373,0.194890704576993,0.207038570967742,Full,Unadjusted,,,25,,100
bmi,0.191218866596316,0.185386919705703,0.197050813486929,Full,Adjusted,,,25,,100
bmi,0.0712860169227453,-0.166378119289936,0.308950153135427,Complete case,Unadjusted,MCAR,Unweighted,25,,100
bmi,0.0541704780522557,-0.162980955119815,0.271321911224326,Imputed,Unadjusted,MCAR,Unweighted,25,,100
bmi,0.0399710671409086,-0.187361492496446,0.267303626778264,Imputed w/ PRS,Unadjusted,MCAR,Unweighted,25,,100
bmi,0.402590660806607,0.0129127604209588,0.792268561192256,Complete case,Unadjusted,MCAR,Weighted,25,0.0381548296349012,100
bmi,0.323579449442087,-0.0603513039643018,0.707510202848477,Imputed,Unadjusted,MCAR,Weighted,25,0.038371574521932,100
bmi,0.345674820216615,-0.0404616296846304,0.73181127011786,Imputed w/ PRS,Unadjusted,MCAR,Weighted,25,0.0388137332461097,100
bmi,0.100136029740907,-0.153603627892568,0.353875687374382,Complete case,Adjusted,MCAR,Unweighted,25,,100
bmi,0.0782215118024566,-0.159984911736587,0.3164279353415,Imputed,Adjusted,MCAR,Unweighted,25,,100
bmi,0.0721921336389138,-0.163207952376659,0.307592219654487,Imputed w/ PRS,Adjusted,MCAR,Unweighted,25,,100
bmi,0.37897104668288,0.119709985154426,0.638232108211335,Complete case,Adjusted,MCAR,Weighted,25,0.0168522727429725,100
bmi,0.310137284983122,0.071144491376295,0.549130078589948,Imputed,Adjusted,MCAR,Weighted,25,0.0148687147414675,100
bmi,0.32453224256908,0.0802296060580413,0.568834879080119,Imputed w/ PRS,Adjusted,MCAR,Weighted,25,0.0155367481449301,100
bmi,0.247232705363044,0.0253361813268854,0.469129229399202,Complete case,Unadjusted,MAR,Unweighted,25,,100
bmi,0.188280457352552,-0.0623880307380466,0.438948945443151,Imputed,Unadjusted,MAR,Unweighted,25,,100
bmi,0.123455110539357,-0.24175329819714,0.488663519275854,Imputed w/ PRS,Unadjusted,MAR,Unweighted,25,,100
bmi,0.438169440825243,0.124622895626207,0.75171598602428,Complete case,Unadjusted,MAR,Weighted,25,0.0245357012301507,100
bmi,0.461775986207684,0.1489888122525,0.774563160162868,Imputed,Unadjusted,MAR,Weighted,25,0.0254684016561168,100
bmi,0.418328621396844,0.0461679113522837,0.790489331441405,Imputed w/ PRS,Unadjusted,MAR,Weighted,25,0.0360549469786702,100
bmi,0.119256301022448,-0.124344001030026,0.362856603074922,Complete case,Adjusted,MAR,Unweighted,25,,100
bmi,0.244044513321588,-0.037255059596052,0.525344086239227,Imputed,Adjusted,MAR,Unweighted,25,,100
bmi,0.173033202649538,-0.279542842994002,0.625609248293079,Imputed w/ PRS,Adjusted,MAR,Unweighted,25,,100
bmi,0.305327187532326,0.10593458129596,0.504719793768692,Complete case,Adjusted,MAR,Weighted,25,0.0098910327859175,100
bmi,0.443749107078488,0.219898482243631,0.667599731913345,Imputed,Adjusted,MAR,Weighted,25,0.0130442898330748,100
bmi,0.396746115399985,0.106148052754423,0.687344178045547,Imputed w/ PRS,Adjusted,MAR,Weighted,25,0.0219831157784207,100
bmi,0.101621871560806,-0.147587112968043,0.350830856089654,Complete case,Unadjusted,MNAR,Unweighted,25,,100
bmi,0.0617021361586991,-0.202565253637514,0.325969525954912,Imputed,Unadjusted,MNAR,Unweighted,25,,100
bmi,-0.00470289067956644,-0.317538767151822,0.308132985792689,Imputed w/ PRS,Unadjusted,MNAR,Unweighted,25,,100
bmi,0.37055918873801,-0.0126038659827649,0.753722243458785,Complete case,Unadjusted,MNAR,Weighted,25,0.0366405250847192,100
bmi,0.374504234705091,-0.0297964479383206,0.778804917348503,Imputed,Unadjusted,MNAR,Weighted,25,0.0425512935620622,100
bmi,0.333601006113695,-0.0978109788961435,0.765012991123534,Imputed w/ PRS,Unadjusted,MNAR,Weighted,25,0.0484493806903544,100
bmi,0.0163271498505199,-0.251805201221614,0.284459500922653,Complete case,Adjusted,MNAR,Unweighted,25,,100
bmi,0.101150413134747,-0.199501630812191,0.401802457081685,Imputed,Adjusted,MNAR,Unweighted,25,,100
bmi,0.0332067528641789,-0.398192061480967,0.464605567209325,Imputed w/ PRS,Adjusted,MNAR,Unweighted,25,,100
bmi,0.262712061672604,0.0332910735049424,0.492133049840265,Complete case,Adjusted,MNAR,Weighted,25,0.013094527542552,100
bmi,0.357547661356841,0.0825266001491867,0.632568722564495,Imputed,Adjusted,MNAR,Weighted,25,0.019689547028417,100
bmi,0.315797528636076,-0.0204929947191944,0.652088051991346,Imputed w/ PRS,Adjusted,MNAR,Weighted,25,0.0294396793971428,100
